Medicine Name
AMROLSTAR CREAM
AMTAS 5MG TAB 30S
AMTHRO 250MG TAB
AMZEPRO 45 CAP
AMZEPRO 90
AMZEST LP CAP
AMZEST TAB
ANABOOM ANTI HAIR FALL SHAMPOO
ANFOE 4000 INJ
ANGISPAN TR 2.5MG TAB
ANGIZEM CD 120 MG CAP
ANGIZEM CD 180
ANOBLISS CREAM 30G
ANOVATE 20G CREAM
ANTOXID HC
ANTOXIPAN TAB
APIDRA SOLOSTAR
APPGEST 40MG TAB
APRESOL TAB
APREZO 10 MG TAB
APREZO 20 MG TAB
APREZO 30 MG TAB
APTIVATE SYP 175ML
AQUASOL A CAP
AQUAZIDE 12.5MG TAB
AQUAZYL LOZENGES
AQUITI 25
AQUITIN 25
AQUREA 20 % CREAM
AQUREA HF 40% REAM
ARCORT HS
ARETHA 50 MG TAB
ARGIPREG SACHET
ARGYLE DIA CATH 62CM
ARINIB 5
ARKAM TAB
ARKAMIN 100MG TAB 30S
ARKAPRES 100 TAB
ARMYCIN 250
ARMYCIN500
ARNISAC 50MG TAB
ASCAZIN SYP 70ML
ASCAZIN TAB
ASCORIL D EXP 100ML
ASCORIL D PLUS SYP 100ML
ASCORIL EXP 120ML
ASCORIL EXPEC 100 ML
ASCORIL LS SYP 100ML
ASCORIL S/F SYP 100ML
ASCR0B C
ASCROC - C
ASOBACT
ASOMEX 5MG TAB
ASOMEX 5MG TAB 15S
ASSURANS 20MG TAB
ASTHALIN INHALER 100MCG
ATARAX 25MG TAB
ATEN 25MG TAB
ATIVAN 1MG TAB 30
ATIVAN 2MG TAB
ATIVAN 2MG TAB 30S
ATOGLA RESYL LOTION
ATORFIRST 10MG TAB
ATORFIT 10MG TAB
ATORFIT CV 10MG
ATORFIT CV20 CAP
ATORVA 10MG TAB
ATORVA 20 MG TAB 15
ATORVA 20MG TAB
ATORVA 5MG TAB
AUGMENTIN 375MG TAB 10S
AUGMENTIN DDS SYP 30ML
AUGMENTIN DUO 1000MG TAB 10S
AUGMENTIN DUO 625MG TAB
AUGMENTIN DUO 625MG TAB 10S
AUGMENTIN DUO SYP 30ML
AUPAM1
AURUM 1
AUTRIN CAP
AUTRIN XT  CAP
AUXIPRO XP CAP
AUXISODA EC
AUXISODA ORAL SOLUTION
AVAMYA NASAL SPRAY
AVD
AVD 36 60K CAP
AVHRON CAP
AVIL 2ML INJ
AVOMINE TAB
AVOPROST CAP
AVOPROST D TAB
AWAYTOX TAB
AXCER 90MG TAB 14 S
AZEE 500 MG TAB
AZELDIP 16 MG TAB
AZELDIP 8MG TAB
AZIBACT 250 D
AZITHRAL  XL 100 SYP
AZITHRAL 250
AZITHRAL 500MG TAB 5
AZITHRAL XL 200 SYP
AZMARDA 50 MG TAB
AZORAN 50MG TAB
AZOVAS 16 MG TAB
AZOVAS 8MG TAB
AZPIK 250
AZTOLET 10 TAB
AZTOR 10MG TAB
AZTOR 10MG TAB 15S
AZTOR 20MG TAB 15S
AZULIX  2MF
AZULIX 1 MF TAB 15S
AZUSA 16 MG TAB
AZUSA 16MG 15TAB
AZYNEX 500 TAB
BABY SOAP
BACLOFAZ 30
BACTRIM DS TAB
BAND AID W/P FAST HEAL
BANDAGE 4 INCH
BANDAGE 6 INCH
BANDY PLUS TAB
BANDY SYP 10ML
BANDY TAB
BARIUM SULPHATE I.P. 400G
BD INSULIN SYRINGES
BD ULTRA-FINE NEEDLES(PEN NEEDLES)
BECLUFIZ-20
BECOLITE LOTION
BECOSULES CAP
BECOSULES PERFORMANCE
BECOSULES Z CAP
BELEDONA PLASTER
BENALGIS FORTH CAP
BENEPACK 8 MG TAB
BENFOMET FORTE TAB
BENFOMET PLUS TAB
BENFOSMITH A CAP
BENIDIN 4MG TAB
BENIDIN 8MG TAB
BENITOWA 4 MG TAB
BENITOWA 8 MG TAB
BENIZEP CAP
BEPARINE 5000IU INJ
BETACAP TR 40MG CAP
BETADINE GARGLE 100ML
BETADINE ONIT 20GR
BETADINE SOLUTION 10% 500ML
BETADINE SOLUTION 100ML
BETADINE SOLUTION 5% 500ML
BETAKIND GARGAL 50ML
BETNESOL INJ
BETNESOL TAB
BEVAC 0.5ML INJ
BEVON CAP
BEVON SYP 200ML
BILAGRA 20 MG TAB
BILASURE M TAB
BILYPSA 4 MG 10TAB
BILYPSA TAB
BIO-AZ 500MG TAB
BIOMONT L
BIOMUS 0.5 MG TAB
BIOMUS 1 MG TAB
BIOMUS 2 MG TAB
BIOMYF 500MG TAB
BIOPSY GUN
BIOPSY GUN MAXCORE 18G X 16CM
BIOTIN KERATIN
BIOTISS FORT TAB
BISONEXT 2.5MG TAB
BISONEXT 5MG TAB
BISOSAFE 2.5MG TAB
BISOSAFE 5MG TAB
BITOHAIR TAB
BLADE HANDLE NO 3
BLADE HANDLE NO 4
BON DK 60K CAP
BONTONE D3
BONTRESS PRO HAIR SERUM
BOROX M TAB
BT SET
BUDAMATE 200 INHELER
BUDAMATE 200 TRANSCAPS
BUDAMATE 400 MG   ROTACAP
BUDAMATE 400 TRANSHALER
BUDECORT 0.5MG REP
BUDECORT 1MG RESPULES
BUDECORT 400 ROTACAPS
BUDECORT-200 INHALER
BUDENOFIL 3MG TAB
BUDENOFIL 9MG TAB
BUDETROL 200 INHALATION
BUDETROL 200MG CAP
BUDETROL 400MG CAP
BUDETROL 400MG INHALATION
BULDEF 30
BUN PRO FORTH TAB
BYLOZA 20 MG TAB
C WIN CRAME
C1RA SCREEN GEL
CABGOLIN 0.25MG TAB
CABGOLIN 0.5MG TAB
CABIK LOTION 5%
CADCIUM TAB
CAL 123 TOTAL TAB
CAL- I
CALACUTE LOTION
CALAMEG LOTION
CALANIST
CALAPTIN 120 SR TAB
CALCIMAX D 1000MG TAB
CALCIMAX K2 TAB
CALCIMAX SYRP 200ML
CALCINET L TAB
CALINTA KIT
CALIUM 60K CAP
CALIUM TAB
CALNEO 0.25 MG CAP
CALOSOFT PLUS 100GR
CALPOL 120MG 60ML SYP
CALPOL 250MG SYP
CALPOL 500MG TAB
CALPOL 650MG TAB 15`S
CALPOL PEAD DROPS 15 ML
CALPSOR C CREAM
CALPSOR C OINTMENT
CALSTOUT 0.25 MG CAP
CALTEN D 500MG TAB
CALVANEX 500MG TAB
CALVINE 60K CAP
CALZEM CAP
CANDIBIOTIC EAR DROPS
CANDID B CREAM 30 GM
CANDID CREAM 20GM
CANDID CREAM 30G
CANDID MOUTH PAINT 20ML
CANDID MOUTH PAINT 25ML
CANDID POWDER 100G
CANDID V GEL 30G
CANDID V6 TAB
CANDITRAL 100MG CAP
CANESTEN 15G
CANESTEN 30GM CREAM
CANESTEN POWDER 100G
CANSOFT CL CAP
CANTHEX TAB
CARCA-3.125 TAB
CARDACE 2.5MG TAB 15S
CARDACE 5MG TAB
CARDARONE X  200MG
CARDARONE-100MG  TAB
CARDIROSE CV 10 MG
CARDIROSE CV 20 MG
CARDIVAS 12.5MG TAB
CARDIVAS 3.125MG TAB
CARDIVAS 6.25MG TAB
CARDIVAS CR 10 MG TAB
CARE B P DIAL
"CARETAPE 4 """
CARTIGEN FORTE CAP
CARVIDON OD TAB
CARVISTAR 3.125 MG
CARVISTAR 6.25 MG
CAST FIVE INCH
CAVIT-PM TAB
C-BIO TAB
CC74 TAB
CDEPINE 10MG TAB
CEFDRIM 1GR INJ
CEFOPRIM 1.5 MG INJ
CEFOPRIME 500 MG TAB
CEFTAS-100
CEFTAS-200
CEFTUM 250MG TAB
CEFTUM 500MG TAB
CEFUXET 500
CELEVIDA LIV 400GR POWDER
CELEVIDA MAXX
CELEVIDA MAXX DLS 400GR
CELHEP 5000 INJ
CELIDAC FACE WASH
CELIDAC LP
CELIDAC MAX
CELIN CHEWABLE TAB
CEPODEM 200MG TAB
CEPODEM XP 325MG TAB
CERATOP ULTRA LOTION 200ML
CEROHIST 5MG TAB
CERUKLIN EAR DROPS
CETANIL 10 TAB
CETANIL 20 MG TAB
CETANIL T TAB
CETAPHIL CLEANSING LOTION 125ML
CETAPHIL GENTAL 125ML CLEANSER
CETAPHIL MOIST LOTION 100ML
CETAPHIL RESTORADERM LOTION
CETIL 250 TAB
CETIL 500MG TAB
CETIL CV 500 MG TAB
CETZINE TAB
CETZINE TAB 15
CHERI CAP
CHRINIC CARBOTHANE CATHETER(5002)
CHRONIC CARBO CATHETER (5251)
CHRONIC CARBOTHANE CATHETER KIT(5002)
CHRONIC CATHETER (5253)
CHRONIC CATHETER KIT (5014)
CHRONIC CATHETER KIT (5018)
CHRONIC CATHETER KIT(5017)
CHYMORAL FORTE TAB
CIBOZ 550MG TAB
CIDMUS 100 MG TAB
CIDMUS 50MG TAB
CIFRAN 500MG TAB
CILACAR 10MG TAB
CILACAR 20MG TAB
CILACAR 20MG TAB 15
CILACAR 5MG TAB
CILACAR M 25 MG TAB
CILACAR T 20/40MG TAB
CILACAR T TAB
CILAHEART 10MG TAB
CILAHEART 20MG TAB
CILAHEART 5MG TAB
CILAMET XL 50MG TAB
CILCAR 10
CILIDIN 10MG TAB
CILIN CV 625
CIMUNE TAB
CINOD 10MG TAB
CINOD 20MG TAB
CINTODAC TAB
CIPLOX EYE/EAR DROPS 10ML
CIPLOX-500MG TAB
CIPLOX-D DROP 10ML
CIPMIDO 2.5 MG TAB
CIRASCREEN GEL
CIRROSAM 400MG TAB
CITALIFT 200ML SYP
CLARIBID 500MG TAB
CLATOXIA T TAB
CLAVAM 625MG TAB
CLEAR CIRCLE
CLENIA FACE WASH
CLINDAS N GEL
CLINDI BPO
CLINDIAA
CLINSOL GEL
CLINTIC N GEL
CLOBETA G M CREAM
CLOBIAL CREAM
CLOBIAL S OINT
CLOBSOL-S LOTION
CLOJOY 0.5MG TAB
CLONATE OINTMENT 20GR
CLONATE OINTMENT 30GR
CLONOTRIL 0.25MG TAB
CLONOTRIL 0.5MG TAB
CLOPITAB 75MG TAB 15S
CLOPITAB A 75MG CAP
CLOPITAB CV 10MG TAB
CLOPITAB CV 10MG TAB 15S
CLOPITOIRVA CAP
CLOZEX
CLOZEX SL
CLUZOLE 150
COBADEX CZS TAB
COBATUSS SYP
COCONUT X-VCO
COFSIL COUGH DROP
COFSIL GINGER/LEMON TAB
COLIHENZ
COLOSPA 135MG TAB
COLOSPA RETARD TAB
COLOSPA X TAB
COMBIFLAM TAB 20S
CONCOR 5MG TAB
CONCOR COR 1.25MG TAB
CONCOR COR 2.5MG TAB
CONCOR-AM 2.5 TAB
CONCOR-AM 5 TAB
CONIBER CREAM 15GR
CONSTICHEK 108GR POWDER
CONTIFLO D TAB
CONTIFLO ICON 0.4MG
CONTOUR PLUS 50 STRIP
CONTOUR PLUS MTR
CONTOUR TS STRIPS 25
CONTRACTUBEX 20G
CORALIUM D3 SYP
CORBIS 1.25 MG TAB
CORBIS 2.5 MG TAB
CORBIS 5MG
CORCIUM D3 TAB
CORCIUM PLUS CAP
CORCIUM TAB
CORDARONE 100MG TAB
CORDARONE X TAB
COREX DX SYP 100 ML
CORTILEX
CORT-S 100MG INJ.
COSMO Q AC SUN GEL
COSMO Q SERUM
COTTON 400GM
COTTON ALL
COVATIL CV 500 TAB
COVICEL CZ TAB
COVIDIEN CATHETER
COXITO 10
CRANPAC D TAB
CRAVIHENZ 40 MG TAB
CREMAFFIN 200ML SYP
CREMAFFIN M/F 200ML
CREMAFFIN M/F 225ML
CREMAFFIN PLUS 200ML
CREMAFFIN PLUS 225ML SYP
CREON 10000 CAP
CREON 25000 CAP
CRESP 40MG INJ
CRESP 60 MG INJ
CRETOX CP TAB
CRINA NCR 10MG TAB
CTD 6.25MG TAB 15S
CTD T 6.25/20MG TAB
CUDO FORTE TAB
CUREGLOW FACE WASH
CUREMITE LOTION
CUREN D 60K CAP
CURENCIL 10
CUTESY SHAMPOO 100ML
CUTICOLOR CREAM DARK BROWN
CUTICOLOR CREM BLACK
CUTIKLIN B3 GEL
CUTIMO CREAM
CUTISOFT CREAM 10G
CYBLEX 40MG TAB
CYCLOXAN 50MG TAB
CYNOVIR-1GRM
CYRA 20MG TAB
CYRA-D
D 360 CAP
D SOL 60K CAP
D SOL 60K TAB
D VENIZEP 50  TAB
D WISE 1000IU  FILMS
DABIPLA 150 MG CAP
DABISTAR 150 MG CAP
DABISTAR 75 MG CAP
DABUR HONEY 50G
DALACIN C 300MG CAP
DAPACONIC-10
DAPAGLYN 10 MG TAB
DAPAGLYN 5 MG TAB
DAPAGLYN L 10/5 TAB
DAPAGLYN M 500 TAB
DAPAGLYN M 500MG TAB
DAPALYST 10MG TAB
DAPANORAM M TAB
DAPANORM 10MG TAB
DAPATURN 10MG TAB
DAPSONE TAB
DARBA 40 MG INJ
DARBECON 40MG INJ
DARGEN 40 MG INJ
DAXID 50MG
DAZIT M
DECOLIC TAB
DEFCORT 12MG TAB
DEFCORT 18MG TAB
DEFCORT 30
DEFCORT 6MG TAB 10S
DEINO BLOC UVSPF 50
DEKSEL KIDS NANO DR
DEKSEL SYP 60000IU
DENO BLOCK UV
DEPLATT 75MG TAB 15S
DEPLATT A 75MG TAB 15S
DEPLATT CV 20MG CAP
DEPOPRED 2ML INJ
DEPRAN L TAB
DERIVA BPO
DERIVA CMS GEL
DERMADEW CALOE LOTION
DERMADEW FACE WASH 100ML
DERMATRAX 5
DERMIKEM OC CREAM
DERMOCALM 100ML LOTION
DEVERY 10 TAB
DEVIRY 10MG TAB
DEWSOFT PREMIA CREAM
DEXIGLU 10
DEXLUX SYP
DEXONA INJ
DEXORANGE SYP 200ML
DIALYSIS CATHETER KIT
DIAMICRON XR 60MG TAB
DIAMICRON-MR30MG
DIAVIT PLUS CAP
DICARIS (A)
DICARIS CHILDREN
DIFLUCOR
DIFUCOR
DIGENE GEL MINT 170ML
DIGENE TAB
DIGITAL B P MONITOR (BEURER)
DIGITAL B P MONITOR (SUPREME)
DILNIP 10 MG TAB
DILZEM CD 90MG TAB
DILZEM SR 90MG TAB
DILZEM SR 90MG TAB 15S
DIOVOL  LA  170ML
DIOVOL FORTH SYP 170ML
DIOVOL PLUS 170ML
DIPROBATE PLUS LOTION
DIPROVATE PLUS 20GM
DISPEL GOLD NEW
DISPEL SPF SUNSCREEN
DISPERZYME  TAB
DISPO VAN 1ML
DISPO VAN 1ML 40IU MP
DISPO VAN 2ML
DISPO VAN 50ML
DISPO VAN 5ML
DISPOSABLE SURGEN CAP
DISPOVAN 10ML SYRINGE
DISPOVAN 2ML SYRINGE
DISPOVAN 3ML SYRING
DITOR PLUS
DITOR PLUS 10
DOMSTAL 10MG TAB
DONEP 5MG TAB
DOSIN D CAP
DOVERIN 80 TAB
DOVERIN A TAB
DOXIFLO 650 MG TAB
DOXIFLO M TAB
DOXINATE TAB
DOXOVENT 400MG
DOXT SL CAP
DOXYTER LB
DOXYTIS-LB
DR CLEAN 400ML
DR CLEAN ALCHOHAL 100 ML
DR MOREPEN GLUCO STRIP 50
DR ORTHO OIL
DRAGOVIT VC TAB
DRAIN BEG 2 LT
D-RISE 60K CAP
DROTACHEK 80MG TAM
DROTIN DS TAB
DROTIN DS TAB 15S
DROTIN TAB
DT RIDE TAB
DUAL LUMEN CATHETAR(7005)
DUAL LUMEN CATHETAR(7009)
DULANE-20MG  TAB
DULANE-30 CAP
DULCOFLEX SUPP ADULT
DULCOFLEX SUPPO CHILD
DULCOFLEX TAB
DUOLIN INHALER
DUOLIN RESPULES 3
DUOLIN ROTACAPS 30CAP
DUONASE NASAL SPRAY
DUONEM CV TAB
DUONEM ER TAB
DUPACT UNO TAB
DUPAX 20MG TAB
DUPHALAC 150ML SYP
DUPHALAC 250ML
DUPHALAC 450ML
DUPHALAC BULK 100ML SYP
DUTAS CAP
DUZELA 20MG CAP
DUZELA 30MG CAP
D-VENIZEP 50MG TAB
DVION PEARL 60 K CAP
DVT STOCKINGS (L)
DYNAGLIPT L 5MG TAB
DYNAPLAST 10 CM
DYTOR 100 MG TAB
DYTOR 10MG TAB
DYTOR 10MG TAB 15`S
DYTOR 20MG TAB
DYTOR 20MG TAB 15S
DYTOR 40MG TAB
DYTOR 5MG TAB
DYTOR 5MG TAB 15S
DYTOR PLUS 10MG TAB 15`S
DYTOR PLUS 20MG TAB
DYTOR PLUS 5MG TAB 15S
DYTOR PLUS LS TAB
EASCOF D SYP
EASYFIX
EBERNET CREAM 30GR
ECOFLORA CAP
ECONORM CAP
ECONORM SACHET
ECOSPRIN 150MG TAB
ECOSPRIN 75MG TAB
ECOSPRIN AV 75/20MG TAB
ECOSPRIN AV 75MG CAP
"ECOSPRIN AV 75MG CAP 15,S"
ECOSPRIN GOLD 10MG CAP 15S
ECOSPRIN GOLD 20MG CAP
ECOTAS BV CAP
EFEM CAP
EFNOCAR 20MG TAB
EFNOCAR 40MG TAB
EFNOCAR MX 40/25 MG TAB
EFONTA 40MG TAB
EIDO-FE CAP
ELFOLIN PLUS
ELFRI LOTION 60GR
ELIQUIS 2.5MG TAB
ELOVERA CREAM
ELOVERA LOTTION 150ML
ELOVERA PRO CREAM
ELOVERA PRO LOTION
ELTROXIN 100MCG TAB
ELTROXIN 125MCG TAB
ELTROXIN 25MG TAB
ELTROXIN 50MG TAB
ELTROXIN 75MCG TAB
ELTROXIN 88 MG TAB
EMCORT CREAM 10 GM
EMUNZ SAC
ENBIOS CAP
ENCICARB 100MG INJ
ENDO PSY
ENDOXAN 1 GR INJ
ENDOXAN 50MG TAB
ENDOXAN N 200 MG INJ
ENDOXAN N 500 MG INJ
ENERC 1000
ENRICH HP 400GR POWDER
ENSURE DIABETIC 400 GM
ENSURE VANILLA 400G
ENTAVIR 0.5MG TAB
ENTEROGERMINA 5ML
ENUFF 100MG CAP
ENZAR FORTE TAB 15S
ENZAR HS TAB
ENZISPOR TAB
ENZOHEAL FORTE TAB
EOFIL TAB
EPISOFT AC CREAM
EPOCEPT 4000IU INJ
EPORISE 4000IU INJ
EPOSIS 10000 INJ
EPOSIS 2000 IU INJ
EPOSIS 4000 INJ
EPOSIS 400IU INJ
ERESBELLA GOLD
ERITEL 40 MG TAB
ERITEL BETA 25 MG TAB
ERITEL H TAB
ERYNEX  4000MG INJ
ERYNEX 10000MG INJ
ESCOR Z TAB
ESLO 5MG TAB
ESLO-D TAB
ESOGRESS HP KIT
ESOMAC 40MG TAB
ESOMAC D CAP
ESOMAC HP 1GR KIT
ESOMAC HP KIT
ESPROTIS 40 MG TAB
ESPROTIS DSR CAP
ESPROTIS L CAP
ESYS 40 MG TAB
ESYS D CAP
ETERNEX T 20MG TAB
ETHILON 2-0 NW 3336
ETHILON 3-0 NW 3328
ETHILON 4-0 NW 3319
ETILAAM 0.5MG TAB
ETILAAM CR 1.5 MG TAB
ETIOZ 0.5MG TAB
ETIREST 0.5MG TAB
ETIZOLA 0.25 MG 10 TAB
ETIZOLA 0.25MG TAB
ETIZOLA 0.5MG TAB
ETOREAL MR TAB
ETORITE MR TAB
ETOSHINE 60
ETOSHINE 90MG
ETOSHINE MR TAB
ETOVA 400MG TAB
ETOVA ER 400MG TAB
ETOVA ER 600MG TAB
EUCLIDE M 30 OD TAB
EUMOSONE 15 CREAM
EUMOSONE-M 15GRAMS
EUREPA 0.5MG TAB
EUREPA 1 MG TAB
EUREPA 2MG TAB
EUREPA V 0.5/0.3 TAB
EUREPA V 1/0.3 TAB
EVALON CREAM 15G
EVERTOP OINTMENT
EVERTOP TAB
EVION 400 CAP
EVION 600 CAP
EVION LC TAB
EVITO CAP
EVO HAIR SERUM
EVO RADIANT GLUTA SERUM
EVO ROOT TAB
EVOTRET 20
EXZILOR TAB
EZACT 60MG TAB
EZACT-90 TAB
FABULAS 40 MG TAB
FACE MASK
FACE MASK 3 MED
FACE SHILD BIG
FACECLIN CREAM
FACECLIN FACE WASH
FACEWASH
FARONEM CV TAB
FARONEM ER 300 TAB
FAS-3 KIT TAB
FCMALT 500MG INJ
FCN 150MG    TAB
FCN 200 TAB
FE PLUS TAB
FEBENEX 40MG TAB
FEBUBEST 40 MG TAB
FEBUCIP 80 MG TAB
FEBUGET 40 MG TAB
FEBUGET 40MG 15 TAB
FEBUGET 80MG TAB
FEBUIN 40MG TAB
FEBURIC 40MG TAB
FEBUTAZ 40MG 15 TAB
FEBUTAZ 40MG TAB
FEBUTAZ 80MG TAB
FEBUTEX 40MG TAB
FECONTIN-F
FEEDING TUBE NO 6
FEHOLY TAB
FEMBIO CAP
FEMILON TAB
FEMILONN 21 TAB
FENAMAX 180
FENIXA ORAL SUSPENSION
FENZA CAP
FERISOM 15 TAB
FERISOME IV INJ
FERISOME TAB
FERIUM XT TAB
FERONIA XT TAB
FERRILIP TAB
FERRITHEM TAB
FERROLIKE XT
FERTIROCK F TAB
FERTISURE F CAP
FERYSKOL XT
FESTAL N TAB
FEXOCET 180 MG TAB
FEXOCET SYP
FEXOFORM
FFDINE 180MG TAB
FHEAL OVULES
FILASILK 0 (5037)
FINTRIOL 0.25MG TAB
FITOCAL D TAB
FLAGYL  60ML SYP
FLAGYL 200 MG
FLAGYL 400MG TAB
FLAVEDON MR TAB
FLEXCLIND N
FLEXI MASK (ADULT)
FLEXI MASK (CHILD)
FLEXON TAB
FLOMIST NASAL SPRAY
FLUCCOS 50DT
FLUCORT N OINT 15GM
FLUCOS 150
FLUCOS 150 D
FLUCOS 50DT
FLUTIBACT SKIN OINT 10G
FLUTIFLO FT NASAL SPRAY
FLUTIFLO NASAL SPRAY 10ML
FLUTIVATE SIKN CREAM 20GM
FLUTIVATE SKIN CREAM 10G
FLUTIVATE SKIN OINT 20G
FLUZOCON 150 MG TAB
FOL XT TAB
FOLCOVIT DISTAB
FOLEY CATHETER 14
FOLEY CATHETER 16
FOLEY CATHETER NO 16
FOLGROOL PRO ADVANCE
FOLIGROIN HAIR SERUM
FOLIHAIR RCP SERUM
FOLITRAX 10MG TAB
FOLITRAX 15MG INJ
FOLITRAX 15MG TAB
FOLITRAX 20 MG TAB
FOLITRAX 20MG INJ
FOLITRAX 25 MG TAB
FOLITRAX 25MG INJ
FOLITRAX 5MG TAB
FOLITRAX 7.5MG TAB
FOLLIHAIR TAB
FOLLIHAIR TAB ECONOMY PACK
FOLVITE 5MG TAB 45S
FOLVITE MB CAP
FOLYS CATHETAR 2WAY 16NO.
FONATEM 180
FORACORT 200 INHALER
FORACORT 200 ROTACAP
FORACORT 400 INHALER
FORACORT 400ROTACAPS 30CAP
FORACORT RESPULES 0.5MG
FORCAN 150MG TAB
FORMOFLO 250 MG INHELAR
FORMOFLO 250 TRANSCAP
FORTGLU TAB
FORXIGA 10MG TAB
FORXIGA 5MG TAB
FOSINTA SACHET
FOSIROL POWDER
FOSRIUM SACHET
FOURTS -B SYR 200ML
FOXSTAT 40 MG TAB
FRUSELAC TAB
FUCIBET  CREAM 15 GM
FUCIDIN CREAM 15G
FUNGIPIK100
FUNGOGEN 200
FURIC 40MG TAB
FUROMAX 500MG TAB
FUSEE B CREAM
FUSIWAL B OINT 10GM
"G CAST 5"" TAPE"
G CELL 400GR
GABANEF 100 MG TAB
GABANTIN-NT TAB
GABAPAX 100MG TAB
GABAPAX 300MG TAB
GABAPAX NT TAB
GABAPAX OINTMENT
GABAPIK N TAB
GABAPIN  300MG CAP
GABAPIN 100MG TAB 15S
GABAPIN NT 100MG TAB
GABAPIN NT TAB
GABAPIN NT TAB15S
GABAPLAX LS TAB
GAL CDZ
GALDOPIN
GALVUS 50MG TAB
GALVUS MET 50/500MG TAB 15S
GALVUSMET 50/850 MG
GANATON 50MG
GANATON OD
GANATON OD CAP
GANATON TOTAL CAP
GANATON TOTAL TAB
GASSANOL LARGE 450M
GAUZE
GAUZE THAN
GD 3 60K CAP
GEMCAL CAP
GEMER 1MG TAB
GEMER 2MG TAB
GENEVAC  B 1ML AMPOULES
GENFOUR
GERIFLO D CAP
GERIFLO TAB
GERIPOD 8MG
GERIPOD D CAP
GEROZ LP TAB
GESNAC SP TAB
GIBTULIO 10MG TAB
GIBTULIO 25MG TAB
GIBTULIO MET 12.5/1000 TAB
GIBTULIO MET 12.5/500 TAB
GLASS VAN BLADE  15
GLASSVAN BLED 11
GLIFLOEAST 10 MG TAB
GLIMISAVE MV 3/3
GLIZID 40MG TAB
GLIZID-80MG
GLOSPOR 100MG CAP
GLOTAMIN
GLOVES 6.5 SURGICARE
GLOVES 7 SURGICARE
GLOVES 7.5 SURGICARE
GLOVES DISPOSIBLE
GLOVES DISPOSIBLE (LATEX)
GLOVES LOOS
GLOVES(BLUE)LOSS
GLOWME CREAM
GLOWPIG CREAM
GLUATHIONE FACE
GLUCOBAY-25
GLUCOBAY-50 TAB
GLUCONORM G 1 FORTE
GLUCONORM G 2 FORTE
GLUCONORM G1MG TAB
GLUCONORM-G 2MG TAB
GLUCRETA 10 MG TAB
GLUCRETA M 10/500 TAB
GLUFAIR TAB
GLUGRIP 0.5MG TAB
GLUGRIP 1MG TAB
GLUTA SERUM
GLUTATHINE FACEWASH
GLUTATHIONE CREAM
GLUTONE C TAB
GLUTONE FACE WASH
GLUTONE TAB
GLYCERIN 400
GLYCINORAM 80 MG TAB
GLYCINORM 40 TAB
